Protocol Name	Sample ID	Cell line	Cell Type	NF2 status	AC50 (uM)	CRC	Max Resp	Log AC50 (M)	Sample Name	AUC	AUC Fit	Gene Symbol
s-nf2-syn5-2	NCGC00263236-01	Syn5	menangioma	NF2 null 		4	89.493		SM-164	497.359	496.611	XIAP
s-nf2-syn5-2	NCGC00263237-01	Syn5	menangioma	NF2 null 		4	102.236		JZL-184	454.628	455.859	MGLL
s-nf2-syn5-2	NCGC00263238-01	Syn5	menangioma	NF2 null 	4.685874	-1.1	5.496	-5.3292	Withaferin A	383.85	385.766	NFKB1
s-nf2-syn5-2	NCGC00263239-02	Syn5	menangioma	NF2 null 	18.654798	-2.4	87.029	-4.7292	FMK	518.625	518.994	RPS6KA1
s-nf2-syn5-2	NCGC00263265-01	Syn5	menangioma	NF2 null 		4	72.771		ASR-isobudimer-SO2Ph-4-CH2OC(O)NMe2	479.812	478.345	
s-nf2-syn5-2	NCGC00263268-01	Syn5	menangioma	NF2 null 	16.626107	-2.2	67.173	-4.7792	BTM-2C-dimer ketone	471.606	471.487	
s-nf2-syn5-2	NCGC00263270-01	Syn5	menangioma	NF2 null 	18.654798	-2.2	63.479	-4.7292	BTM-2C-dimer allyl oxime	472.556	472.1	
s-nf2-syn5-2	NCGC00263271-02	Syn5	menangioma	NF2 null 		4	68.037		Alisertib	365.896	366.13	AURKA
s-nf2-syn5-2	NCGC00263280-01	Syn5	menangioma	NF2 null 		4	86.141		Ac-SAH-p53-8	520.245	519.669	HSPA2
s-nf2-syn5-2	NCGC00263281-01	Syn5	menangioma	NF2 null 		4	91.97		GSK-1995010	468.469	468.775	FAS
s-nf2-syn5-2	NCGC00263521-02	Syn5	menangioma	NF2 null 		4	83.315		Deflazacort	444.179	442.561	
s-nf2-syn5-2	NCGC00263522-02	Syn5	menangioma	NF2 null 		4	88.755		Dutasteride	476.156	476.395	SRD5A1
s-nf2-syn5-2	NCGC00263527-02	Syn5	menangioma	NF2 null 		4	99.534		Isepamicin	504.039	503.874	
s-nf2-syn5-2	NCGC00263531-03	Syn5	menangioma	NF2 null 		4	94.56		Linezolid	507.981	506.704	
s-nf2-syn5-2	NCGC00263532-03	Syn5	menangioma	NF2 null 		4	94.349		Olopatadine hydrochloride	464.873	464.115	
s-nf2-syn5-2	NCGC00263539-03	Syn5	menangioma	NF2 null 		4	89.946		Ziprasidone hydrochloride	478.25	476.424	HTR2A
s-nf2-syn5-2	NCGC00263544-02	Syn5	menangioma	NF2 null 	0.589917	-1.2	60.805	-6.2292	Dexrazoxane hydrochloride	422.867	422.375	TOP2A
s-nf2-syn5-2	NCGC00263553-02	Syn5	menangioma	NF2 null 	37.221216	-3	55.223	-4.4292	StemRegenin 1	518.95	518.618	AHR
s-nf2-syn5-2	NCGC00263555-02	Syn5	menangioma	NF2 null 	11.770382	-2.2	66.129	-4.9292	Spautin-1	438.333	437.798	USP10
s-nf2-syn5-2	NCGC00263564-02	Syn5	menangioma	NF2 null 		4	74.204		Levosimendan	410.83	411.367	
s-nf2-syn5-2	NCGC00263565-02	Syn5	menangioma	NF2 null 	11.770382	-2.2	68.263	-4.9292	Gestodene	461.474	462.582	PGR
s-nf2-syn5-2	NCGC00263566-03	Syn5	menangioma	NF2 null 		4	78.642		Oteracil potassium	474.819	475.996	
s-nf2-syn5-2	NCGC00263606-03	Syn5	menangioma	NF2 null 	20.931028	-2.4	64.183	-4.6792	Tubastatin A	418.037	417.509	HDAC6
s-nf2-syn5-2	NCGC00263617-05	Syn5	menangioma	NF2 null 	1.86548	-1.1	4.98	-5.7292	M344	345.931	345.635	HDAC1
s-nf2-syn5-2	NCGC00263621-02	Syn5	menangioma	NF2 null 	1.177038	-1.2	48.937	-5.9292	I-BET762	420.916	419.215	BRD4
s-nf2-syn5-2	NCGC00263694-01	Syn5	menangioma	NF2 null 		4	97.105		Kartogenin	482.952		
s-nf2-syn5-2	NCGC00263858-03	Syn5	menangioma	NF2 null 		4	102.429		Carboplatin	481.061		
s-nf2-syn5-2	NCGC00263884-03	Syn5	menangioma	NF2 null 		4	94.696		Zolmitriptan	498.185		HTR1B
s-nf2-syn5-2	NCGC00263918-04	Syn5	menangioma	NF2 null 	0.263506	-1.1	22.546	-6.5792	Epirubicin hydrochloride	338.667	339.439	TOP2A
s-nf2-syn5-2	NCGC00263944-01	Syn5	menangioma	NF2 null 		4	104.121		Kanamycin	509.77	509.914	
s-nf2-syn5-2	NCGC00263967-03	Syn5	menangioma	NF2 null 		4	94.791		Alendronate	499.504	498.294	PTP4A1
s-nf2-syn5-2	NCGC00264052-01	Syn5	menangioma	NF2 null 		4	88.559		Hyodeoxycholic acid (HDCA)	462.202	464.45	
s-nf2-syn5-2	NCGC00270540-03	Syn5	menangioma	NF2 null 		4	105.202		Miglitol	465.591	466.244	GAA
s-nf2-syn5-2	NCGC00271415-02	Syn5	menangioma	NF2 null 		4	99.481		Rifaximin	529.539	528.74	NR1I2
s-nf2-syn5-2	NCGC00271534-03	Syn5	menangioma	NF2 null 		4	84.659		Nateglinide	439.964	439.542	
s-nf2-syn5-2	NCGC00271596-04	Syn5	menangioma	NF2 null 		4	103.301		Exemestane	547.908	547.455	CYP19A1
s-nf2-syn5-2	NCGC00273984-03	Syn5	menangioma	NF2 null 	5.257637	-2.2	63.033	-5.2792	SB-747651-A	471.443	469.425	MAPK11
s-nf2-syn5-2	NCGC00273985-03	Syn5	menangioma	NF2 null 	14.818033	-2.2	74.807	-4.8292	Wyeth Cot inhibitor-2	509.028	508.78	MAP3K8
s-nf2-syn5-2	NCGC00274030-01	Syn5	menangioma	NF2 null 	0.058992	-1.2	60.664	-7.2292	BGJ-398	392.747	392.159	
s-nf2-syn5-2	NCGC00274038-01	Syn5	menangioma	NF2 null 	1.86548	-2.2	41.635	-5.7292	AZ-TAK1 Inhibitor	419.312	417.78	MAP3K7
s-nf2-syn5-2	NCGC00274061-01	Syn5	menangioma	NF2 null 		4	108.187		Trilostane	519.448	518.818	ESR1
s-nf2-syn5-2	NCGC00274062-01	Syn5	menangioma	NF2 null 	0.372212	-1.4	76.217	-6.4292	LY335979 trihydrochloride	409.18	409.531	
s-nf2-syn5-2	NCGC00274063-01	Syn5	menangioma	NF2 null 		4	94.923		Pimobendan hydrochloride	441.17		PDE3A
s-nf2-syn5-2	NCGC00274064-01	Syn5	menangioma	NF2 null 		4	76.505		Dexamethasone valerate	388.724	388.794	
s-nf2-syn5-2	NCGC00274065-01	Syn5	menangioma	NF2 null 		4	91.759		Desonide	443.553	443.636	
s-nf2-syn5-2	NCGC00274067-01	Syn5	menangioma	NF2 null 		4	101.102		Eltrombopag	515.232	514.558	MPL
s-nf2-syn5-2	NCGC00274068-02	Syn5	menangioma	NF2 null 		4	94.095		Itraconazole	474.907	475.284	
s-nf2-syn5-2	NCGC00343768-01	Syn5	menangioma	NF2 null 	1.481803	-1.4	62.96	-5.8292	Rabusertib	404.117	402.926	CHEK1
s-nf2-syn5-2	NCGC00343773-01	Syn5	menangioma	NF2 null 	29.565863	-3	4.99	-4.5292	YW3-56	507.064	506.492	PADI1
s-nf2-syn5-2	NCGC00344053-01	Syn5	menangioma	NF2 null 		4	94.066		purmorphamine	450.086	449.26	
s-nf2-syn5-2	NCGC00344081-02	Syn5	menangioma	NF2 null 		4	71.565		STF-62247	436.671	439.873	
s-nf2-syn5-2	NCGC00344391-02	Syn5	menangioma	NF2 null 	6.618972	-2.2	55.895	-5.1792	TM-30089	451.984	451.282	PTGDR2
s-nf2-syn5-2	NCGC00344505-01	Syn5	menangioma	NF2 null 		4	91.249		Calindol	413.451	414.811	CASR
s-nf2-syn5-2	NCGC00344506-01	Syn5	menangioma	NF2 null 	16.626107	-2.4	80.989	-4.7792	Manoalide	503.552	503.034	
s-nf2-syn5-2	NCGC00344507-02	Syn5	menangioma	NF2 null 		4	80.108		Calhex-231	462.079	460.933	CASR
s-nf2-syn5-2	NCGC00344508-01	Syn5	menangioma	NF2 null 		4	94.821		NPS-R568	443.267	443.489	CASR
s-nf2-syn5-2	NCGC00344509-01	Syn5	menangioma	NF2 null 	4.685874	-2.2	50.184	-5.3292	AC-265347	386.534	385.481	CASR
s-nf2-syn5-2	NCGC00344510-02	Syn5	menangioma	NF2 null 	4.176289	-1.2	65.323	-5.3792	NPS-2143	477.396	475.213	CASR
s-nf2-syn5-2	NCGC00344511-02	Syn5	menangioma	NF2 null 		4	97.393		SB612111	468.77		
s-nf2-syn5-2	NCGC00344512-01	Syn5	menangioma	NF2 null 	0.001482	1.2	100.323	-8.8292	Cyprodime	436.47	437.519	
s-nf2-syn5-2	NCGC00344513-01	Syn5	menangioma	NF2 null 		4	102		J113397	468.579	467.121	OPRL1
s-nf2-syn5-2	NCGC00344515-02	Syn5	menangioma	NF2 null 		4	96.913		Piperaquine	508.169		
s-nf2-syn5-2	NCGC00344549-02	Syn5	menangioma	NF2 null 		4	100.493		Oxandrolone	539.598	539.448	
s-nf2-syn5-2	NCGC00344550-02	Syn5	menangioma	NF2 null 		4	110.04		Stanozolol	538.695	537.974	
s-nf2-syn5-2	NCGC00344564-02	Syn5	menangioma	NF2 null 		4	115.381		Diosmin	510.065	510.961	AHR
s-nf2-syn5-2	NCGC00344588-01	Syn5	menangioma	NF2 null 	9.349547	-2.1	17.815	-5.0292	I-BET151	422.611	421.028	BRD4
s-nf2-syn5-2	NCGC00344622-02	Syn5	menangioma	NF2 null 	13.206586	-2.4	72.277	-4.8792	SGC0946	444.816	445.58	
s-nf2-syn5-2	NCGC00344623-02	Syn5	menangioma	NF2 null 		4	107.852		UNC1215	535.108	535.603	
s-nf2-syn5-2	NCGC00344625-02	Syn5	menangioma	NF2 null 		4	102.519		IOX2	520.211		HIF1A
s-nf2-syn5-2	NCGC00344630-01	Syn5	menangioma	NF2 null 	1.177038	-1.1	5.145	-5.9292	Marizomib	336.167	334.995	PSMD1
s-nf2-syn5-2	NCGC00344764-01	Syn5	menangioma	NF2 null 	10.490364	-2.2	56.309	-4.9792	CPI-613	426.814	426.231	
s-nf2-syn5-2	NCGC00344990-01	Syn5	menangioma	NF2 null 	1.177038	-1.1	30.426	-5.9292	NCGC00344990-01	408.988	409.998	ITK
s-nf2-syn5-2	NCGC00344999-01	Syn5	menangioma	NF2 null 	3.722122	-1.1	29.697	-5.4292	NCGC00344999-01	438.367	437.801	ITK
s-nf2-syn5-2	NCGC00345018-01	Syn5	menangioma	NF2 null 		4	99.744		D-159687	490.09	491.634	PDE4A
s-nf2-syn5-2	NCGC00345022-02	Syn5	menangioma	NF2 null 		4	99.696		IDE-2	461.126	460.927	
s-nf2-syn5-2	NCGC00345024-01	Syn5	menangioma	NF2 null 	0.058992	-1.4	81.054	-7.2292	GSK3 Inhibitor	409.325	409.878	GSK3B
s-nf2-syn5-2	NCGC00345056-01	Syn5	menangioma	NF2 null 	14.818033	-2.2	61.233	-4.8292	Vidofludimus	493.271	493.027	DHODH
s-nf2-syn5-2	NCGC00345082-01	Syn5	menangioma	NF2 null 		4	94.003		KHS101	469.175		
s-nf2-syn5-2	NCGC00345083-01	Syn5	menangioma	NF2 null 	10.490364	-2.2	36.762	-4.9792	Stauprimide	376.506	377.381	
s-nf2-syn5-2	NCGC00345084-01	Syn5	menangioma	NF2 null 		4	97.794		Robotnikinin	463.246		SHH
s-nf2-syn5-2	NCGC00345085-01	Syn5	menangioma	NF2 null 		4	104.852		(-)-Indolactam V	482.966	482.262	
s-nf2-syn5-2	NCGC00345173-01	Syn5	menangioma	NF2 null 	16.626107	-2.2	50.719	-4.7792	GSK525768	487.39	488.393	
s-nf2-syn5-2	NCGC00345447-02	Syn5	menangioma	NF2 null 	1.662611	-1.2	52.163	-5.7792	3-Methyladenine	406.57	406.52	PIK3CA
s-nf2-syn5-2	NCGC00345461-02	Syn5	menangioma	NF2 null 	2.63506	-1.2	41.124	-5.5792	Gandotinib	442.235	439.664	JAK2
s-nf2-syn5-2	NCGC00345492-02	Syn5	menangioma	NF2 null 		4	92.633		PCI-34051	491.391	492.493	HDAC8
s-nf2-syn5-2	NCGC00345539-02	Syn5	menangioma	NF2 null 	0.468587	-1.1	4.515	-6.3292	Dacinostat	307.205	306.815	HDAC1
s-nf2-syn5-2	NCGC00345739-02	Syn5	menangioma	NF2 null 		4	85.405		KH-CB19	439.842	439.467	CLK1
s-nf2-syn5-2	NCGC00345781-01	Syn5	menangioma	NF2 null 		4	111.409		NSC-678515	565.005	564.921	
s-nf2-syn5-2	NCGC00345782-01	Syn5	menangioma	NF2 null 	0.004176	-1.1	15.274	-8.3792	CHS-828	156.787	155.695	IKBKB
s-nf2-syn5-2	NCGC00345783-01	Syn5	menangioma	NF2 null 	5.899165	-1.4	71.842	-5.2292	17_-hydroxy Wortmannin	422.975	423.177	PIK3CA
s-nf2-syn5-2	NCGC00345784-01	Syn5	menangioma	NF2 null 	0.06619	-1.2	37.633	-7.1792	PF-3758309	284.82	286.77	PAK4
s-nf2-syn5-2	NCGC00345785-01	Syn5	menangioma	NF2 null 		4	93.524		Eprosartan mesylate	478.526	477.335	AGT
s-nf2-syn5-2	NCGC00345786-01	Syn5	menangioma	NF2 null 	20.931028	-2.2	63.607	-4.6792	Compound 7	483.225	483.175	HDAC6
s-nf2-syn5-2	NCGC00345789-01	Syn5	menangioma	NF2 null 		4	108.507		ABT-199	550.097	549.163	BCL2
s-nf2-syn5-2	NCGC00345790-01	Syn5	menangioma	NF2 null 		4	101.763		Laropiprant	502.344	502.717	PTGDR
s-nf2-syn5-2	NCGC00345791-01	Syn5	menangioma	NF2 null 	14.818033	-2.2	34.912	-4.8292	ASP-3026	421.58	420.547	ALK
s-nf2-syn5-2	NCGC00345792-01	Syn5	menangioma	NF2 null 		4	107.228		AN2728	482.626	484.572	PDE4A
s-nf2-syn5-2	NCGC00345793-01	Syn5	menangioma	NF2 null 		4	89.536		EMD-1214063	457.278		MET
s-nf2-syn5-2	NCGC00345794-01	Syn5	menangioma	NF2 null 	1.481803	-1.2	46.967	-5.8292	MLN-4924	439.102	435.457	NAE1
s-nf2-syn5-2	NCGC00345795-01	Syn5	menangioma	NF2 null 	14.818033	-2.2	46.639	-4.8292	AZD-5363	481.782	482.872	AKT1
s-nf2-syn5-2	NCGC00345796-01	Syn5	menangioma	NF2 null 		4	75.198		GSK-2636771	440.255	440.406	PIK3CB
s-nf2-syn5-2	NCGC00345797-01	Syn5	menangioma	NF2 null 		4	97.732		AP-761	523.505	521.784	PTGDR2
s-nf2-syn5-2	NCGC00345798-01	Syn5	menangioma	NF2 null 		4	84.055		BMS-911543	436.175	436.672	JAK2
s-nf2-syn5-2	NCGC00345799-01	Syn5	menangioma	NF2 null 	0.417629	-1.1	4.002	-6.3792	Oprozomib	289.926	290.943	PSMD1
s-nf2-syn5-2	NCGC00345800-01	Syn5	menangioma	NF2 null 		4	101.212		CVT-6883	513.345		ADORA2B
s-nf2-syn5-2	NCGC00345801-01	Syn5	menangioma	NF2 null 		4	102.9		AP-768	516.161	516.62	PTGDR2
s-nf2-syn5-2	NCGC00345802-01	Syn5	menangioma	NF2 null 	16.626107	-2.1	26.523	-4.7792	ACY-1215	465.009	465.808	HDAC6
s-nf2-syn5-2	NCGC00345803-01	Syn5	menangioma	NF2 null 	1.320659	-1.2	38.152	-5.8792	AVN-944	414.014	413.73	IMPDH1
s-nf2-syn5-2	NCGC00345804-01	Syn5	menangioma	NF2 null 	14.818033	-2.2	54.88	-4.8292	ARRY-162	431.314	431.937	MAP2K1
s-nf2-syn5-2	NCGC00345805-01	Syn5	menangioma	NF2 null 		4	84.934		STX-0119	513.624	510.731	STAT3
s-nf2-syn5-2	NCGC00345807-01	Syn5	menangioma	NF2 null 	7.426609	-2.4	85.528	-5.1292	CAA0225	491.562	491.357	CTSL1
s-nf2-syn5-2	NCGC00345808-01	Syn5	menangioma	NF2 null 	18.654798	-2.4	80.585	-4.7292	BP-1-102	514.431	514.114	STAT3
s-nf2-syn5-2	NCGC00345809-01	Syn5	menangioma	NF2 null 	0.20931	-1.2	38.132	-6.6792	RGB-286147	369.559	369.317	CDK1
s-nf2-syn5-2	NCGC00345810-01	Syn5	menangioma	NF2 null 		4	99.259		Tetrahydrouridine	477.651		CDA
s-nf2-syn5-2	NCGC00345811-01	Syn5	menangioma	NF2 null 		4	94.891		LLL-12	494.827	495.02	STAT3
s-nf2-syn5-2	NCGC00345812-01	Syn5	menangioma	NF2 null 		4	84.448		Ingenol mebutate	519.147	525.048	PRKCA
s-nf2-syn5-2	NCGC00345813-01	Syn5	menangioma	NF2 null 		4	95.253		Icaritin	476.288	477.274	
s-nf2-syn5-2	NCGC00345815-01	Syn5	menangioma	NF2 null 	4.685874	-1.1	5.121	-5.3292	MG-115	381.594	382.38	PSMD1
s-nf2-syn5-2	NCGC00345816-01	Syn5	menangioma	NF2 null 	4.685874	-1.2	36.234	-5.3292	GM-1489	360.961	360.971	MMP1
s-nf2-syn5-2	NCGC00345817-01	Syn5	menangioma	NF2 null 	20.931028	-2.2	46.896	-4.6792	GM-6001	460.177	458.539	MMP1
s-nf2-syn5-2	NCGC00345818-01	Syn5	menangioma	NF2 null 		4	106.584		Ximelagatran	483.722	485.733	
s-nf2-syn5-2	NCGC00345819-01	Syn5	menangioma	NF2 null 		4	106.676		Estetrol	483.79	484.428	ESR1
s-nf2-syn5-2	NCGC00345821-01	Syn5	menangioma	NF2 null 	8.332792	-2.2	39.076	-5.0792	AG-13958	419.033	418.766	FLT1
s-nf2-syn5-2	NCGC00345822-01	Syn5	menangioma	NF2 null 	1.049036	-1.1	18.472	-5.9792	Akt-I-1	303.401	304.758	AKT1
s-nf2-syn5-2	NCGC00345823-01	Syn5	menangioma	NF2 null 	5.899165	-2.2	42.283	-5.2292	"Akt-I-1,2"	411.631	412.011	AKT1
s-nf2-syn5-2	NCGC00345824-01	Syn5	menangioma	NF2 null 		4	96.719		BMS-2	459.129		MET
s-nf2-syn5-2	NCGC00345825-01	Syn5	menangioma	NF2 null 	1.320659	-1.1	14.625	-5.8792	BMS-3	354.358	355.159	LIMK1
s-nf2-syn5-2	NCGC00345826-01	Syn5	menangioma	NF2 null 	23.485	-3	62.861	-4.6292	CC-401	447.353	446.061	MAPK8
s-nf2-syn5-2	NCGC00345828-01	Syn5	menangioma	NF2 null 		4	84.479		Merck 5	484.635	484.872	JAK1
s-nf2-syn5-2	NCGC00345829-01	Syn5	menangioma	NF2 null 		4	92.182		PD-173955	506.544	505.106	SRC
s-nf2-syn5-2	NCGC00345830-01	Syn5	menangioma	NF2 null 		4	111.491		PD-173955 Analogue 1	512.221		SRC
s-nf2-syn5-2	NCGC00345831-01	Syn5	menangioma	NF2 null 		4	92.329		SB-242235	478.494	478.279	MAPK14
s-nf2-syn5-2	NCGC00345832-01	Syn5	menangioma	NF2 null 		4	85.648		SD-06	483.941	484.011	MAPK14
s-nf2-syn5-2	NCGC00345833-01	Syn5	menangioma	NF2 null 		4	82.66		SR-3677	470.351	470.663	ROCK2
s-nf2-syn5-2	NCGC00345834-01	Syn5	menangioma	NF2 null 		4	110.917		TAK-715	520.785		MAPK14
s-nf2-syn5-2	NCGC00345836-01	Syn5	menangioma	NF2 null 		4	94.492		SMI-4a	523.293	522.927	PIM1
s-nf2-syn5-2	NCGC00345837-01	Syn5	menangioma	NF2 null 	3.317344	-2.2	33.299	-5.4792	GNE-490	379.893	379.38	PIK3CA
s-nf2-syn5-2	NCGC00345838-01	Syn5	menangioma	NF2 null 	0.093495	-1.2	31.801	-7.0292	GNE-493	300.164	298.752	PIK3CA
s-nf2-syn5-2	NCGC00345839-01	Syn5	menangioma	NF2 null 	20.931028	-2.2	58.318	-4.6792	Baricitinib	488.582	490.09	JAK2
s-nf2-syn5-2	NCGC00345840-01	Syn5	menangioma	NF2 null 	20.931028	-2.1	4.797	-4.6792	Merck-22-6	454.617	452.373	AKT1
s-nf2-syn5-2	NCGC00345841-01	Syn5	menangioma	NF2 null 		4	101.675		S-99	518.587	517.094	MAP3K5
s-nf2-syn5-2	NCGC00345842-01	Syn5	menangioma	NF2 null 		4	87.14		GSK-25	486.122	486.501	ROCK1
s-nf2-syn5-2	NCGC00345843-01	Syn5	menangioma	NF2 null 	10.490364	-2.2	43.692	-4.9792	AMG-25	417.792	416.637	KIT
s-nf2-syn5-2	NCGC00345844-01	Syn5	menangioma	NF2 null 		4	86.646		Bayer-18	474.81	475.608	TYK2
s-nf2-syn5-2	NCGC00345845-01	Syn5	menangioma	NF2 null 	1.481803	-1.2	58.661	-5.8292	TG-89	379.119	380.278	JAK2
s-nf2-syn5-2	NCGC00345846-01	Syn5	menangioma	NF2 null 	3.317344	-1.2	17.057	-5.4792	TG-46	349.194	348.846	JAK2
s-nf2-syn5-2	NCGC00345847-01	Syn5	menangioma	NF2 null 		4	99.821		JNJ-38158471	459.705		FLT1
s-nf2-syn5-2	NCGC00345848-01	Syn5	menangioma	NF2 null 		4	93.149		AMG-1	472.143	472.747	MET
s-nf2-syn5-2	NCGC00345849-01	Syn5	menangioma	NF2 null 	1.481803	-1.2	53.905	-5.8292	NIBR-17	388.841	389.691	PIK3CA
s-nf2-syn5-2	NCGC00345850-01	Syn5	menangioma	NF2 null 	20.931028	-2.1	16.79	-4.6792	AS-602801	444.222	442.987	MAPK8
s-nf2-syn5-2	NCGC00345851-01	Syn5	menangioma	NF2 null 	0.117704	-1.2	27.471	-6.9292	GNE-477	302.928	303.068	PIK3CA
s-nf2-syn5-2	NCGC00345852-01	Syn5	menangioma	NF2 null 	0.833279	-1.2	45.204	-6.0792	BS-194	399.886	398.383	CDK1
s-nf2-syn5-2	NCGC00345853-01	Syn5	menangioma	NF2 null 	14.818033	-2.2	66.057	-4.8292	JNJ-28312141	490.07	489.839	CSF1R
s-nf2-syn5-2	NCGC00345854-01	Syn5	menangioma	NF2 null 	6.618972	-1.2	54.003	-5.1792	CEP-33779	471.636	473.183	JAK2
s-nf2-syn5-2	NCGC00345855-01	Syn5	menangioma	NF2 null 	23.485	-2.2	55.699	-4.6292	GPLG-0634	501.587	503.547	JAK1
s-nf2-syn5-2	NCGC00345856-01	Syn5	menangioma	NF2 null 		4	98.953		AZD-26	489.099		AKT1
s-nf2-syn5-2	NCGC00345857-01	Syn5	menangioma	NF2 null 		4	99.898		CGI-1746	538.29	538.041	BTK
s-nf2-syn5-2	NCGC00345858-01	Syn5	menangioma	NF2 null 	0.263506	-1.2	59.204	-6.5792	Takeda-6d	365.575	367.795	FLT1
s-nf2-syn5-2	NCGC00345881-02	Syn5	menangioma	NF2 null 		4	96.567		Conivaptan hydrochloride	461.449	461.243	AVPR1A
s-nf2-syn5-2	NCGC00346096-02	Syn5	menangioma	NF2 null 	20.931028	-2.4	83.823	-4.6792	GSK429286A	498.716	498.791	ROCK1
s-nf2-syn5-2	NCGC00346304-02	Syn5	menangioma	NF2 null 	2.63506	-1.2	40.536	-5.5792	L-779450	435.771	436.348	BRAF
s-nf2-syn5-2	NCGC00346431-01	Syn5	menangioma	NF2 null 		4	80.236		Omigapil	432.114	433.416	GAPDH
s-nf2-syn5-2	NCGC00346433-01	Syn5	menangioma	NF2 null 		4	93.543		Peramivir	411.221	412.53	
s-nf2-syn5-2	NCGC00346434-01	Syn5	menangioma	NF2 null 		4	99.554		Imipenem	451.173	451.864	
s-nf2-syn5-2	NCGC00346435-01	Syn5	menangioma	NF2 null 	16.626107	-2.2	64.074	-4.7792	Niraparib	433.888	434.007	PARP1
s-nf2-syn5-2	NCGC00346436-01	Syn5	menangioma	NF2 null 	16.626107	-2.1	21.927	-4.7792	CCT-241533	432.453	431.976	CHEK2
s-nf2-syn5-2	NCGC00346437-01	Syn5	menangioma	NF2 null 	2.881279	-2.2	47.039	-5.5404	Vosaroxin	481.475	482.695	TOP2A
s-nf2-syn5-2	NCGC00346438-01	Syn5	menangioma	NF2 null 	0.20931	-1.2	40.993	-6.6792	Retaspimycin	382.043	381.556	HSP90AB1
s-nf2-syn5-2	NCGC00346439-01	Syn5	menangioma	NF2 null 	4.685874	-2.2	59.92	-5.3292	Diclofensine	417.371	415.494	SLC6A3
s-nf2-syn5-2	NCGC00346440-01	Syn5	menangioma	NF2 null 		4	87.028		Sumanirole maleate	507.261	507.379	DRD2
s-nf2-syn5-2	NCGC00346441-01	Syn5	menangioma	NF2 null 	7.426609	-2.2	52.889	-5.1292	ABC-294640	480.147	478.809	SPHK2
s-nf2-syn5-2	NCGC00346443-01	Syn5	menangioma	NF2 null 		4	112.157		Rupintrivir	490.836	491.065	
s-nf2-syn5-2	NCGC00346444-01	Syn5	menangioma	NF2 null 		4	90.39		VE-821	437.168	437.315	ATR
s-nf2-syn5-2	NCGC00346447-01	Syn5	menangioma	NF2 null 	1.049036	-1.2	48.44	-5.9792	D-106669	428.915	428.919	PIK3CA
s-nf2-syn5-2	NCGC00346448-01	Syn5	menangioma	NF2 null 		4	92.33		Tariquidar	484.99	484.102	
s-nf2-syn5-2	NCGC00346449-01	Syn5	menangioma	NF2 null 		4	87.278		Parogrelil	474.682	472.333	PDE5A
s-nf2-syn5-2	NCGC00346450-01	Syn5	menangioma	NF2 null 	4.176289	-1.1	26.552	-5.3792	Triciribine phosphate	413.092	413.323	AKT1
s-nf2-syn5-2	NCGC00346453-01	Syn5	menangioma	NF2 null 	11.770382	-2.2	29.409	-4.9292	BMS-754807	425.67	427.323	IGFR1
s-nf2-syn5-2	NCGC00346455-01	Syn5	menangioma	NF2 null 	3.317344	-1.2	30.805	-5.4792	Cobimetinib	384.737	381.537	MAP2K1
s-nf2-syn5-2	NCGC00346456-01	Syn5	menangioma	NF2 null 		4	84.139		Macitentan	473.516	472.771	EDNRA
s-nf2-syn5-2	NCGC00346457-01	Syn5	menangioma	NF2 null 	1.022316	-2.2	50.271	-5.9904	BAY-80-6946	414.527	415.083	PIK3CA
s-nf2-syn5-2	NCGC00346458-01	Syn5	menangioma	NF2 null 		4	94.195		MLN-2480	491.725		BRAF
s-nf2-syn5-2	NCGC00346459-01	Syn5	menangioma	NF2 null 	0.589917	-1.2	23.896	-6.2292	LY-2874455	271.769	271.995	
s-nf2-syn5-2	NCGC00346460-02	Syn5	menangioma	NF2 null 	5.899165	-1.2	41.435	-5.2292	BMS-536924	435.053	436.327	IGFR1
s-nf2-syn5-2	NCGC00346461-01	Syn5	menangioma	NF2 null 		4	96.194		NVP-AEW541	506.487	505.775	IGFR1
s-nf2-syn5-2	NCGC00346462-01	Syn5	menangioma	NF2 null 		4	95.76		Sofosbuvir	491.315	489.54	
s-nf2-syn5-2	NCGC00346463-01	Syn5	menangioma	NF2 null 	16.626107	-2.4	45.977	-4.7792	Nesbuvir	437.239	433.898	
s-nf2-syn5-2	NCGC00346464-01	Syn5	menangioma	NF2 null 		4	58.085		ARRY-520	294.773		KIF11
s-nf2-syn5-2	NCGC00346465-01	Syn5	menangioma	NF2 null 	1.320659	-1.2	34.139	-5.8792	GDC-0349	412.074	411.492	PIM3
s-nf2-syn5-2	NCGC00346467-01	Syn5	menangioma	NF2 null 		4	92.554		VCH-916	485.428	485.454	
s-nf2-syn5-2	NCGC00346468-01	Syn5	menangioma	NF2 null 		4	84.503		17 alpha-propionate	432.789	433.815	AR
s-nf2-syn5-2	NCGC00346469-01	Syn5	menangioma	NF2 null 	0.166261	-1.1	6.514	-6.7792	Delanzomib	248.487	248.801	PSMD1
s-nf2-syn5-2	NCGC00346470-01	Syn5	menangioma	NF2 null 	26.350603	-3	8.583	-4.5792	Zilpaterol	430.58	432.205	ADRB1
s-nf2-syn5-2	NCGC00346471-01	Syn5	menangioma	NF2 null 	0.468587	-1.2	43.494	-6.3292	Rebeccamycin	397.375	396.95	TOP1
s-nf2-syn5-2	NCGC00346474-01	Syn5	menangioma	NF2 null 		4	100.217		NMP	477.151	476.172	
